ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_keywords,rtable_keywords,label,_id
detecting latent topics and trends in educational technologies over four decades using structural topic modeling: a retrospective of all volumes of computers …,"social media analytics–challenges in topic discovery, data collection, and data preparation",x chen; d zou; g cheng; h xie,s stieglitz; m mirbabaie; b ross,Applications in subject areas Data science applications in education,Social media analytics Social media Information systems Big data,0,461
applying lda topic modeling in communication research: toward a valid and reliable methodology,deep sentiment classification and topic discovery on novel coronavirus or covid-19 online discussions: nlp using lstm recurrent neural network approach,d maier; a waldherr; p miltner,h jelodar; y wang; r orji,"Content analysis, Communication research methods, Validity, Reliability, Textual analysis","Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning",0,174
applications of deep learning in stock market prediction: recent progress,topic modeling in management research: rendering new theory from textual data,w jiang,tr hannigan; rfj haans; k vakili,Stock market prediction Deep learning Machine learning Feedforward neural network Convolutional neural network Recurrent neural network ,"topic modeling, management theory, rendering, text analysis, big data, theory building, qualitative analysis, mixed methods",0,107
analyst information discovery and interpretation roles: a topic modeling approach,"social media analytics–challenges in topic discovery, data collection, and data preparation",ah huang; r lehavy; ay zang,s stieglitz; m mirbabaie; b ross,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation",Social media analytics Social media Information systems Big data,1,51
"real-time crash prediction models: state-of-the-art, design pathways and ubiquitous requirements",text mining in organizational research,m hossain; m abdel-aty; ma quddus,vb kobayashi; st mol; ha berkers,ITS Real-time crash prediction model Design pathway Universal design requirements,"text mining, dimensionality reduction, clustering, topic modeling, classification, validation, job analysis",0,969
aspect-aware latent factor model: rating prediction with ratings and reviews,top concerns of tweeters during the covid-19 pandemic: infoveillance study,z cheng; y ding; l zhu; m kankanhalli,a abd-alrazaq; d alhuwail; m househ; m hamdi,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","coronavirus, COVID-19; SARS-CoV-2 (144); 2019-nCov (8); social media (329); public health (216); Twitter (67); infoveillance (78); infodemiology (134); health informatics (20); disease surveillance (7) ",0,233
"benchmarking zero-shot text classification: datasets, evaluation and entailment approach",topic modeling in embedding spaces,w yin; j hay; d roth,ab dieng; fjr ruiz; dm blei,"Classification, Topic Modelling, Zero-shot text","Embeeding Space, Topic Modeling",0,321
leveraging deep learning with lda-based text analytics to detect automobile insurance fraud,"real-time crash prediction models: state-of-the-art, design pathways and ubiquitous requirements",y wang; w xu,m hossain; m abdel-aty; ma quddus,"Insurance Fraud, Fraud Detection, Text Analytics, Topic Modeling, Deep Learning",ITS Real-time crash prediction model Design pathway Universal design requirements,0,741
"social media analytics–challenges in topic discovery, data collection, and data preparation",topic modeling in embedding spaces,s stieglitz; m mirbabaie; b ross,ab dieng; fjr ruiz; dm blei,Social media analytics Social media Information systems Big data,"Embeeding Space, Topic Modeling",0,1050
applications of deep learning in stock market prediction: recent progress,text mining in organizational research,w jiang,vb kobayashi; st mol; ha berkers,Stock market prediction Deep learning Machine learning Feedforward neural network Convolutional neural network Recurrent neural network ,"text mining, dimensionality reduction, clustering, topic modeling, classification, validation, job analysis",0,113
"multi-co-training for document classification using various document representations: tf–idf, lda, and doc2vec","the mythos of model interpretability: in machine learning, the concept of interpretability is both important and slippery.",d kim; d seo; s cho; p kang,zc lipton,"Document classification, Semi-Supervised Learning, TF–IDF, LDA, Doc2Vec, Co-Training","Machine larning, Model Interpretability",0,809
research trends on big data in marketing: a text mining and topic modeling based literature analysis,"the mythos of model interpretability: in machine learning, the concept of interpretability is both important and slippery.",a amado; p cortez; p rita; s moro,zc lipton,Big data Marketing Literature analysis Research trends Text mining,"Machine larning, Model Interpretability",0,983
analyst information discovery and interpretation roles: a topic modeling approach,using social media to mine and analyze public opinion related to covid-19 in china,ah huang; r lehavy; ay zang,x han; j wang; m zhang; x wang,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation",coronavirus; COVID-19; social media; public opinion; China; resource allocation,0,54
textured interfaces in monolithic perovskite/silicon tandem solar cells: advanced light management for improved efficiency and energy yield,the effect of online reviews on product sales: a joint sentiment-topic analysis,m jošt; e köhnen; ab morales-vilches,x li; c wu; f mai,"textured interfaces, solar cells, advance light management","eWOM, electronic word-of-mouth, star rating, textual sentiment, topical sentiment, product reviews, sales, joint sentiment-topic analysis, JST, mediation analysis",0,1136
leveraging deep learning with lda-based text analytics to detect automobile insurance fraud,"social media analytics–challenges in topic discovery, data collection, and data preparation",y wang; w xu,s stieglitz; m mirbabaie; b ross,"Insurance Fraud, Fraud Detection, Text Analytics, Topic Modeling, Deep Learning",Social media analytics Social media Information systems Big data,0,731
"network-oriented modeling for adaptive networks: designing higher-order adaptive biological, mental and social network models",topic modeling in management research: rendering new theory from textual data,j treur,tr hannigan; rfj haans; k vakili,"Topic modeling, Network-Oriented Modeling, Adaptive Network","topic modeling, management theory, rendering, text analysis, big data, theory building, qualitative analysis, mixed methods",0,823
analyst information discovery and interpretation roles: a topic modeling approach,the utility of topic modelling for discourse studies: a critical evaluation,ah huang; r lehavy; ay zang,g brookes; t mcenery,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Corpus linguistics, corpus-assisted discourse studies, latent Dirichlet allocation, patient feedback, topic modelling",1,56
analyst information discovery and interpretation roles: a topic modeling approach,diachronic word embeddings and semantic shifts: a survey,ah huang; r lehavy; ay zang,a kutuzov; l øvrelid; t szymanski; e velldal,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Word Embedding, Semantic Shift, Topic Modelling ",0,86
"sharp nearby, fuzzy far away: how neural language models use context",using social media to mine and analyze public opinion related to covid-19 in china,u khandelwal; h he; p qi; d jurafsky,x han; j wang; m zhang; x wang,"Fuzzy, Topic Modelling, Neutral Language Model",coronavirus; COVID-19; social media; public opinion; China; resource allocation,0,1004
